Id,Section,Page,ItemType,Question,Option,Characteristic,Required,EnableWhen,HasHelper,HelperType,HelperName,HelperValue,
409lJWSrxxvbAOj9,My Other Conditions,Infection Control,radio,Have you ever had an infection with MRSA  Clostridium difficile (also known as C. diff)  glycopeptide resistant enterococci (GRE) or Carbapenemase producing enterobacterales (CPE)?,Yes,patient_has_history-mrsa_cdiff_or_gre,FALSE,,TRUE,contentBlock,MRSA,"<p>MRSA, C Diff and Glycopeptise resistant enterococci are all types of bacteria that can easily spread.</p>",
409lJWSrxxvbAOj9,My Other Conditions,Infection Control,radio,Have you ever had an infection with MRSA  Clostridium difficile (also known as C. diff)  glycopeptide resistant enterococci (GRE) or Carbapenemase producing enterobacterales (CPE)?,Don't know,patient_has_unknown_history-mrsa_cdiff_or_gre,FALSE,,TRUE,contentBlock,MRSA,"<p>MRSA, C Diff and Glycopeptise resistant enterococci are all types of bacteria that can easily spread.</p>",
Z2FVzxSu4WVicv7y,My Other Conditions,Infection Control,radio,Which of these did you have?,MRSA,patient_has_history-mrsa,FALSE,(patient_has_history-mrsa_cdiff_or_gre=true),TRUE,contentBlock,MRSA information,"<p>Click on the following links for more information about the different infections:</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/conditions/MRSA/Pages/Introduction.aspx"">MRSA</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Conditions/Clostridium-difficile/Pages/Introduction.aspx"">C. diff</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.gov.uk/guidance/enterococcus-species-and-glycopeptide-resistant-enterococci-gre"">GRE</a></p>""",
Z2FVzxSu4WVicv7y,My Other Conditions,Infection Control,radio,Which of these did you have?,MRSA,patient_has_mrsa_risk,FALSE,(patient_has_history-mrsa_cdiff_or_gre=true),TRUE,contentBlock,MRSA information,"<p>Click on the following links for more information about the different infections:</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/conditions/MRSA/Pages/Introduction.aspx"">MRSA</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Conditions/Clostridium-difficile/Pages/Introduction.aspx"">C. diff</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.gov.uk/guidance/enterococcus-species-and-glycopeptide-resistant-enterococci-gre"">GRE</a></p>""",
Z2FVzxSu4WVicv7y,My Other Conditions,Infection Control,radio,Which of these did you have?,C diff,patient_has_history-cdiff,FALSE,(patient_has_history-mrsa_cdiff_or_gre=true),TRUE,contentBlock,MRSA information,"<p>Click on the following links for more information about the different infections:</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/conditions/MRSA/Pages/Introduction.aspx"">MRSA</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Conditions/Clostridium-difficile/Pages/Introduction.aspx"">C. diff</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.gov.uk/guidance/enterococcus-species-and-glycopeptide-resistant-enterococci-gre"">GRE</a></p>""",
Z2FVzxSu4WVicv7y,My Other Conditions,Infection Control,radio,Which of these did you have?,GRE or VRE,patient_has_history-gre_or_vre,FALSE,(patient_has_history-mrsa_cdiff_or_gre=true),TRUE,contentBlock,MRSA information,"<p>Click on the following links for more information about the different infections:</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/conditions/MRSA/Pages/Introduction.aspx"">MRSA</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Conditions/Clostridium-difficile/Pages/Introduction.aspx"">C. diff</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.gov.uk/guidance/enterococcus-species-and-glycopeptide-resistant-enterococci-gre"">GRE</a></p>""",
Z2FVzxSu4WVicv7y,My Other Conditions,Infection Control,radio,Which of these did you have?,CPE,patient_has_history-cpe,FALSE,(patient_has_history-mrsa_cdiff_or_gre=true),TRUE,contentBlock,MRSA information,"<p>Click on the following links for more information about the different infections:</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/conditions/MRSA/Pages/Introduction.aspx"">MRSA</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Conditions/Clostridium-difficile/Pages/Introduction.aspx"">C. diff</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.gov.uk/guidance/enterococcus-species-and-glycopeptide-resistant-enterococci-gre"">GRE</a></p>""",
Z2FVzxSu4WVicv7y,My Other Conditions,Infection Control,radio,Which of these did you have?,CPE,patient_has_risk_cpe,FALSE,(patient_has_history-mrsa_cdiff_or_gre=true),TRUE,contentBlock,MRSA information,"<p>Click on the following links for more information about the different infections:</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/conditions/MRSA/Pages/Introduction.aspx"">MRSA</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Conditions/Clostridium-difficile/Pages/Introduction.aspx"">C. diff</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.gov.uk/guidance/enterococcus-species-and-glycopeptide-resistant-enterococci-gre"">GRE</a></p>""",
Z2FVzxSu4WVicv7y,My Other Conditions,Infection Control,radio,Which of these did you have?,Multiple infections,patient_has_history-multiple_infections,FALSE,(patient_has_history-mrsa_cdiff_or_gre=true),TRUE,contentBlock,MRSA information,"<p>Click on the following links for more information about the different infections:</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/conditions/MRSA/Pages/Introduction.aspx"">MRSA</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Conditions/Clostridium-difficile/Pages/Introduction.aspx"">C. diff</a></p><p><a target=""_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.gov.uk/guidance/enterococcus-species-and-glycopeptide-resistant-enterococci-gre"">GRE</a></p>""",
sqnCN5qb3jZdLSC6GbUP,My Other Conditions,Infection Control,radio,Have you travelled abroad in the last 6 months?,No,patient_has_not_travelled-abroad_in_last_6_months,FALSE,,FALSE,,,,
sqnCN5qb3jZdLSC6GbUP,My Other Conditions,Infection Control,radio,Have you travelled abroad in the last 6 months?,Yes,patient_has_travelled-abroad_in_last_6_months,FALSE,,FALSE,,,,
jf8Ri3hXpTOs3ei6VPaB,My Other Conditions,Infection Control,radio,Have you been hospitalised in the UK or abroad within the last 12 months?,No,patient_has_history-not_hospitalised_uk_or_abroad-within_12_months,FALSE,,FALSE,,,,
jf8Ri3hXpTOs3ei6VPaB,My Other Conditions,Infection Control,radio,Have you been hospitalised in the UK or abroad within the last 12 months?,Yes,patient_has_history-hospitalised_uk_or_abroad-within_12_months,FALSE,,FALSE,,,,
jf8Ri3hXpTOs3ei6VPaB,My Other Conditions,Infection Control,radio,Have you been hospitalised in the UK or abroad within the last 12 months?,Yes,patient_has_mrsa_risk,FALSE,,FALSE,,,,
jf8Ri3hXpTOs3ei6VPaB,My Other Conditions,Infection Control,radio,Have you been hospitalised in the UK or abroad within the last 12 months?,Yes,patient_has_risk_cpe,FALSE,,FALSE,,,,
l8BHnwElwhLtsvqQndE3,My Other Conditions,Infection Control,radio,Do you have regular care given by healthcare workers?,No,patient_has_no_contact-regular-healthcare_workers,FALSE,,FALSE,,,,
l8BHnwElwhLtsvqQndE3,My Other Conditions,Infection Control,radio,Do you have regular care given by healthcare workers?,Yes,patient_has_contact-regular-healthcare_workers,FALSE,,FALSE,,,,
l8BHnwElwhLtsvqQndE3,My Other Conditions,Infection Control,radio,Do you have regular care given by healthcare workers?,Yes,patient_has_mrsa_risk,FALSE,,FALSE,,,,
l8BHnwElwhLtsvqQndE3,My Other Conditions,Infection Control,radio,Do you have regular care given by healthcare workers?,Yes,patient_has_risk_cpe,FALSE,,FALSE,,,,
JrbmAsan98yILLVBhXXI,My Other Conditions,Infection Control,radio,Have you had close contact with someone known to have a Carbapenemase Producing Enterobacterales (CPE) infection?,No,patient_has_contact-nobody_with_cpe,FALSE,,FALSE,,,,
JrbmAsan98yILLVBhXXI,My Other Conditions,Infection Control,radio,Have you had close contact with someone known to have a Carbapenemase Producing Enterobacterales (CPE) infection?,Yes,patient_has_contact-someone_with_cpe,FALSE,,FALSE,,,,
JrbmAsan98yILLVBhXXI,My Other Conditions,Infection Control,radio,Have you had close contact with someone known to have a Carbapenemase Producing Enterobacterales (CPE) infection?,Yes,patient_has_risk_cpe,FALSE,,FALSE,,,,
ifdPH6bNozk4qnlx,My Other Conditions,Pain,radio,Do you suffer with chronic pain?,No,patient_has_no_condition-chronic_pain,FALSE,,FALSE,,,,
ifdPH6bNozk4qnlx,My Other Conditions,Pain,radio,Do you suffer with chronic pain?,Yes,patient_has_condition-chronic_pain,FALSE,,FALSE,,,,
RK07rEpunK4pEytj,My Other Conditions,Pain,text-field,Could you tell me where your pain is?,,patients_chronic_pain_location,FALSE,(patient_has_condition-chronic_pain=true),FALSE,,,,
NEnBrPwwYzREtela,My Other Conditions,Pain,radio,Do you have any skin conditions that might need particular care during your operation?,No,patient_has_no_condition-skin_condition,FALSE,,FALSE,,,,
NEnBrPwwYzREtela,My Other Conditions,Pain,radio,Do you have any skin conditions that might need particular care during your operation?,Yes,patient_has_condition-skin_condition,FALSE,,FALSE,,,,
cruHQxdBfXpjhhc5,My Other Conditions,Pain,text-field,Can you tell me what the skin condition is?,,patients_skin_condition,FALSE,(patient_has_condition-skin_condition=true),FALSE,,,,
PfSE0OAa2nmj7Aq0YZ9I,My Other Conditions,Pain,radio,Do you have any areas of broken skin  or sores?,No,patient_has_no_problem-broken_skin_or_sores,FALSE,,FALSE,,,,
PfSE0OAa2nmj7Aq0YZ9I,My Other Conditions,Pain,radio,Do you have any areas of broken skin  or sores?,Yes,patient_has_problem-broken_skin_or_sores,FALSE,,FALSE,,,,
GZ4lWbc2TI1s4aJi,My Other Conditions,Medicines,radio,Are you taking any medicines for any other conditions that you've not already included (e.g. painkillers)?,No,patient_taking_non_medication-other_condition,FALSE,,TRUE,webLink,Medicines,https://www.nhs.uk/medicines,
GZ4lWbc2TI1s4aJi,My Other Conditions,Medicines,radio,Are you taking any medicines for any other conditions that you've not already included (e.g. painkillers)?,Yes,patient_taking_medication-other_condition,FALSE,,TRUE,webLink,Medicines,https://www.nhs.uk/medicines,
Fzj0KDcjraiMHoC3moxP,My Other Conditions,Medicines,medication-list,,,medication_list,FALSE,(patient_taking_medication-other_condition=true),TRUE,webLink,Adding medications,https://support.ultramed.co/entering-medication/,
4qf2CJddYgv1Z7zF7GQa,My Other Conditions,Medicines,text-paragraph,,,,FALSE,,FALSE,,,,
k3rO7vkiMoom088WDqQY,My Other Conditions,Additional Information,radio,Do you want to add anything else and/or ask any questions related to this section?,No,patient_has_additional_info-my_other_conditions-no,FALSE,,FALSE,,,,
k3rO7vkiMoom088WDqQY,My Other Conditions,Additional Information,radio,Do you want to add anything else and/or ask any questions related to this section?,Yes,patient_has_additional_info-my_other_conditions-yes,FALSE,,FALSE,,,,
fFqzO7SCvsaSv6GLSEne,My Other Conditions,Additional Information,text-area,Add any other information and/or ask questions below:,,patient_has_additional_info-my_other_conditions,FALSE,(patient_has_additional_info-my_other_conditions-yes=true),FALSE,,,,
gAJXcP6USCNRvaSQ,My Other Conditions,Additional Information,text-paragraph,,,,FALSE,,FALSE,,,,
N9vPZV3Ja0COLhJf,My Medication,Introduction,text-paragraph,,,,FALSE,,FALSE,,,,
H7oShIx7kwZfNDhU7bGG,My Medication,Introduction,medication-list,,,medication_list,FALSE,,FALSE,,,,
Ns2XxqfQxlCA90dTDYAV,My Medication,Introduction,radio,Compare the medicines you've entered with the prescription from your doctor. Can you confirm all your medications are correct?,No,patient_medicine_list-not_correct,TRUE,,FALSE,,,,
Ns2XxqfQxlCA90dTDYAV,My Medication,Introduction,radio,Compare the medicines you've entered with the prescription from your doctor. Can you confirm all your medications are correct?,Yes,patients_medicine_list-correct,TRUE,,FALSE,,,,
0QzKF27Sag5wKk4Nn2Kh,My Medication,Introduction,text-paragraph,,,,FALSE,,FALSE,,,,
DoaW6JLSN3R90arzhp27,My Medication,Introduction,text-paragraph,,,,FALSE,,FALSE,,,,
Ue3I15R7gKC1f3KVgBQ5,My Medication,Introduction,medication-list,,,medication_list,FALSE,(patient_medicine_list-not_correct=true),TRUE,webLink,Adding medications,https://support.ultramed.co/entering-medication/,
qlXveXPGtjUeCa1ZWiJX,My Medication,Introduction,text-paragraph,,,,FALSE,,FALSE,,,,
Mc0UwpHu5uO62K3NRMgf,My Medication,Introduction,text-paragraph,,,,FALSE,,FALSE,,,,
xwKn8w6dIxeryuWuCu11,My Medication,Herbal Meds,radio,Have you taken a course of antibiotics for longer than 2 weeks within the last 6 months?,No,patient_has_history-no_antibiotics-longer_than_2_weeks_in_6_months,FALSE,,FALSE,,,,
xwKn8w6dIxeryuWuCu11,My Medication,Herbal Meds,radio,Have you taken a course of antibiotics for longer than 2 weeks within the last 6 months?,Yes,patient_has_history-antibiotics-longer_than_2_weeks_in_6_months,FALSE,,FALSE,,,,
Tcsy6Z1LzzhBGgh4,My Medication,Herbal Meds,radio,Do you take any herbal medicines or other non prescription drugs on a regular basis?,No,patient_takes_no_medicines-herbal_or_non_prescription,FALSE,,TRUE,webLink,Herbal medication,https://api-bridge.azurewebsites.net/conditions/index.php?p=herbal-medicines&index=1,
Tcsy6Z1LzzhBGgh4,My Medication,Herbal Meds,radio,Do you take any herbal medicines or other non prescription drugs on a regular basis?,Yes,patient_takes_medicines-herbal_or_non_prescription,FALSE,,TRUE,webLink,Herbal medication,https://api-bridge.azurewebsites.net/conditions/index.php?p=herbal-medicines&index=1,
u5BCdHmI7yRPOTBqtBkz,My Medication,Herbal Meds,medication-list,,,medication_list,FALSE,(patient_takes_medicines-herbal_or_non_prescription=true),TRUE,webLink,Adding medications,https://support.ultramed.co/entering-medication/,
TAAg8GlgTUxHcBhUvSCg,My Medication,Herbal Meds,text-paragraph,,,,FALSE,,FALSE,,,,
L7UAa0vKRlyx2iHO,My Medication,Recreational Drugs,radio,Do you use any recreational drugs? These may interact with anaesthetic drugs you might receive  so we need to be aware of this.,No,patient_uses-no_recreational_drugs,FALSE,,TRUE,contentBlock,Recreational drugs,"<p>You can discuss this confidentially with the doctors and/or nurses when you come to the hospital.</p><p><br><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Livewell/drugs/Pages/Drugsoverview.aspx"">Click here for more information about recreational drug use</a></p>""",
L7UAa0vKRlyx2iHO,My Medication,Recreational Drugs,radio,Do you use any recreational drugs? These may interact with anaesthetic drugs you might receive  so we need to be aware of this.,Yes,patient_uses-recreational_drugs,FALSE,,TRUE,contentBlock,Recreational drugs,"<p>You can discuss this confidentially with the doctors and/or nurses when you come to the hospital.</p><p><br><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.nhs.uk/Livewell/drugs/Pages/Drugsoverview.aspx"">Click here for more information about recreational drug use</a></p>""",
azqRxqSk8ZFxl8R1El88,My Medication,Recreational Drugs,radio,Have you taken any of these intravenously in the last year?,No,patient_uses-recreational_drugs-not_intravenously_in_last_12_months,FALSE,(patient_uses-recreational_drugs=true),FALSE,,,,
azqRxqSk8ZFxl8R1El88,My Medication,Recreational Drugs,radio,Have you taken any of these intravenously in the last year?,Yes,patient_uses-recreational_drugs-intravenously_in_last_12_months,FALSE,(patient_uses-recreational_drugs=true),FALSE,,,,
sUgucLJTNVfrf0X0sd1d,My Medication,Recreational Drugs,medication-list,,,medication_list,FALSE,(patient_uses-recreational_drugs=true),TRUE,webLink,Adding medications,https://support.ultramed.co/entering-medication/,
BBgO6isJUy8ozsVZ,My Medication,Allergies,text-paragraph,,,,FALSE,,FALSE,,,,
Gq7KmATiD7SmFywE8LIU,My Medication,Allergies,allergy-list,,,patients_allergy_list,FALSE,,FALSE,,,,
4TyUs0GN7VlsTVjM,My Medication,Allergies,radio,Above is a list of the allergies you have said you have  is this information correct,This is not correct,patients_allergy_list-not_correct,TRUE,,FALSE,,,,
4TyUs0GN7VlsTVjM,My Medication,Allergies,radio,Above is a list of the allergies you have said you have  is this information correct,Yes  this is correct,patients_allergy_list-correct,TRUE,,FALSE,,,,
nCmFHn1LNFCgjvtB3mNo,My Medication,Allergies,alert,,,,FALSE,,FALSE,,,,
cG1UYOmGylegwT0rc78u,My Medication,Allergies,allergy-list,,,patients_allergy_list,FALSE,(patients_allergy_list-not_correct=true),TRUE,webLink,Help entering allergies,https://support.ultramed.co/adding-allergies-2/,
Gzhf6mEERs2sLjhY8NgV,My Medication,Allergies,text-paragraph,,,,FALSE,,FALSE,,,,
5bo1FsLEwUOoWfZd,My Anaesthetic,Introduction,text-paragraph,,,,FALSE,,FALSE,,,,
nnGCAKxTJKvVsvO4,My Anaesthetic,Introduction,radio,Have you ever had a general anaesthetic?,No,patient_has_history-no_previous_general_anaesthetic,FALSE,,TRUE,webLink,General anaesthetic,https://api-bridge.azurewebsites.net/conditions/index.php?p=general-anaesthesia&index=1,
nnGCAKxTJKvVsvO4,My Anaesthetic,Introduction,radio,Have you ever had a general anaesthetic?,Yes,patient_has_history-general_anaesthetic,FALSE,,TRUE,webLink,General anaesthetic,https://api-bridge.azurewebsites.net/conditions/index.php?p=general-anaesthesia&index=1,
nnGCAKxTJKvVsvO4,My Anaesthetic,Introduction,radio,Have you ever had a general anaesthetic?,Don't know,patient_has_unknown_history-general_anaesthetic,FALSE,,TRUE,webLink,General anaesthetic,https://api-bridge.azurewebsites.net/conditions/index.php?p=general-anaesthesia&index=1,
K3FymxgMf0YCqGAK,My Anaesthetic,Introduction,radio,Were you sick afterwards?,No,patient_has_no_history-sick_after_general_anaesthetic,FALSE,(patient_has_history-general_anaesthetic=true),FALSE,,,,
K3FymxgMf0YCqGAK,My Anaesthetic,Introduction,radio,Were you sick afterwards?,Yes,patient_has_history-sick_after_general_anaesthetic,FALSE,(patient_has_history-general_anaesthetic=true),FALSE,,,,
nEg7SU0fHjYwnNxi,My Anaesthetic,Introduction,radio,Were there any problems with your anaesthetic?,No,patient_has_no_history-problem_with_anaesthetic,FALSE,(patient_has_history-general_anaesthetic=true),TRUE,webLink,General anaesthetic,https://api-bridge.azurewebsites.net/conditions/index.php?p=general-anaesthesia&index=1,
nEg7SU0fHjYwnNxi,My Anaesthetic,Introduction,radio,Were there any problems with your anaesthetic?,Yes,patient_has_history-problem_with_anaesthetic,FALSE,(patient_has_history-general_anaesthetic=true),TRUE,webLink,General anaesthetic,https://api-bridge.azurewebsites.net/conditions/index.php?p=general-anaesthesia&index=1,
SwXjlYkOWlkMXxf91C3b,My Anaesthetic,Problems,text-paragraph,,,,FALSE,,FALSE,,,,
Bj7dPBdcOIT3lbcFMLbx,My Anaesthetic,Problems,radio,Allergic reaction,No,patient_has_history-problem_with_anaesthetic-no_allergic_reaction,FALSE,(patient_has_history-problem_with_anaesthetic=true),FALSE,,,,
Bj7dPBdcOIT3lbcFMLbx,My Anaesthetic,Problems,radio,Allergic reaction,Yes,patient_has_history-problem_with_anaesthetic-allergic_reaction,FALSE,(patient_has_history-problem_with_anaesthetic=true),FALSE,,,,
RLjCdfDXdyoAM6v2Od0p,My Anaesthetic,Problems,radio,Sore throat,No,patient_has_history-problem_with_anaesthesia-no_sore_throat,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Sore throat,"<p>A sore throat is common after a general anaesthetic, but symptoms usually disappear after a few days.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/02-SoreThroatweb.pdf"">Click here for more information</a></p>""",
RLjCdfDXdyoAM6v2Od0p,My Anaesthetic,Problems,radio,Sore throat,Yes,sore_throat,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Sore throat,"<p>A sore throat is common after a general anaesthetic, but symptoms usually disappear after a few days.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/02-SoreThroatweb.pdf"">Click here for more information</a></p>""",
RLjCdfDXdyoAM6v2Od0p,My Anaesthetic,Problems,radio,Sore throat,Yes,patient_has_history-problem_with_anaesthesia-sore_throat,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Sore throat,"<p>A sore throat is common after a general anaesthetic, but symptoms usually disappear after a few days.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/02-SoreThroatweb.pdf"">Click here for more information</a></p>""",
mo70vmCpxyo8Zn6gCTEt,My Anaesthetic,Problems,radio,Damaged teeth,No,patient_has_history-problem_with_anaesthetic-no_damaged_teeth,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Damaged teeth,"<p>This may also include minor cuts or bruising to the lips and tongue which are common, but also heal very quickly.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/04-DamageTeethweb.pdf"">Click here for more information</a></p>""",
mo70vmCpxyo8Zn6gCTEt,My Anaesthetic,Problems,radio,Damaged teeth,Yes,damaged_teeth,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Damaged teeth,"<p>This may also include minor cuts or bruising to the lips and tongue which are common, but also heal very quickly.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/04-DamageTeethweb.pdf"">Click here for more information</a></p>""",
mo70vmCpxyo8Zn6gCTEt,My Anaesthetic,Problems,radio,Damaged teeth,Yes,patient_has_history-problem_with_anaesthetic-damaged_teeth,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Damaged teeth,"<p>This may also include minor cuts or bruising to the lips and tongue which are common, but also heal very quickly.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/04-DamageTeethweb.pdf"">Click here for more information</a></p>""",
4dT4ocGSXxFzXNKSWtyu,My Anaesthetic,Problems,radio,Difficult intubation,No,patient_has_history-problem_with_anaesthesia-no_difficult_intubation,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Difficult intubation,<p>A difficult intubation is when an anaesthetist tries to put a tube into a patient’s airway as part of an anaesthetic. This is done to put them on a breathing machine.</p>,
4dT4ocGSXxFzXNKSWtyu,My Anaesthetic,Problems,radio,Difficult intubation,Yes,patient_has_history-problem_with_anaesthesia-difficult_intubation,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Difficult intubation,<p>A difficult intubation is when an anaesthetist tries to put a tube into a patient’s airway as part of an anaesthetic. This is done to put them on a breathing machine.</p>,
4dT4ocGSXxFzXNKSWtyu,My Anaesthetic,Problems,radio,Difficult intubation,Don't know,patient_has_unknown_history-problem_with_anaesthesia-difficult_intubation,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Difficult intubation,<p>A difficult intubation is when an anaesthetist tries to put a tube into a patient’s airway as part of an anaesthetic. This is done to put them on a breathing machine.</p>,
9gunGC1lTkkMaiepUNwc,My Anaesthetic,Problems,radio,Awareness during operation,No,patient_has_history-problem_with_anaesthesia-no_awareness,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Awareness,"<p>Accidental awareness is when somebody can remember things from their operation when they should have been fully asleep.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/08-Awarenessweb.pdf"">Click here for more information</a></p>""",
9gunGC1lTkkMaiepUNwc,My Anaesthetic,Problems,radio,Awareness during operation,Yes,patient_has_history-problem_with_anaesthesia-awareness,FALSE,(patient_has_history-problem_with_anaesthetic=true),TRUE,contentBlock,Awareness,"<p>Accidental awareness is when somebody can remember things from their operation when they should have been fully asleep.</p><p><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.rcoa.ac.uk/sites/default/files/documents/2019-11/08-Awarenessweb.pdf"">Click here for more information</a></p>""",
6IuwQAE7FIjZnFD8jEFo,My Anaesthetic,Problems,radio,Post-op confusion or delirium,No,patient_has_history-no_problem_with_anaesthesia-delirium,TRUE,(patient_has_history-problem_with_anaesthetic=true),TRUE,webLink,Post-op confusion/delirium,https://www.rcoa.ac.uk/sites/default/files/documents/2020-05/07-Confused2019web.pdf,
6IuwQAE7FIjZnFD8jEFo,My Anaesthetic,Problems,radio,Post-op confusion or delirium,Yes,patient_has_history-problem_with_anaesthesia-delirium,TRUE,(patient_has_history-problem_with_anaesthetic=true),TRUE,webLink,Post-op confusion/delirium,https://www.rcoa.ac.uk/sites/default/files/documents/2020-05/07-Confused2019web.pdf,
dk092qKKvvZkBRZhkS5i,My Anaesthetic,Problems,radio,Other,No,patient_has_history-problem_with_anaesthesia-not_other,FALSE,(patient_has_history-problem_with_anaesthetic=true),FALSE,,,,
dk092qKKvvZkBRZhkS5i,My Anaesthetic,Problems,radio,Other,Yes,patient_has_history-problem_with_anaesthesia-other,FALSE,(patient_has_history-problem_with_anaesthetic=true),FALSE,,,,
uRPv4VCqknADuS9npRVs,My Anaesthetic,Problems,text-field,What was the problem?,,patients_problem-previous_anaesthesia,TRUE,(patient_has_history-problem_with_anaesthetic=true) AND(patient_has_history-problem_with_anaesthesia-other=true),FALSE,,,,
Znb5Dau09eZLkgrZ,My Anaesthetic,Family problems,radio,Has anybody in your family had problems with a general anaesthetic?,No,patient_has_no_family_history-problems_with_general_anaesthetic,FALSE,,FALSE,,,,
Znb5Dau09eZLkgrZ,My Anaesthetic,Family problems,radio,Has anybody in your family had problems with a general anaesthetic?,Yes,patient_has_family_history-problems_with_general_anaesthetic,FALSE,,FALSE,,,,
ANz9JI5CI5FcKdnx,My Anaesthetic,Family problems,text-field,What was the problem?,,patients_family_history-problems_with_general_anaestesia,FALSE,(patient_has_family_history-problems_with_general_anaesthetic=true),FALSE,,,,
oUzbWqQyJ4nY1ngs,My Anaesthetic,Dentures,radio,Do you have any partial or full dentures?,No,patient_has_no_dentures,FALSE,,TRUE,contentBlock,Dental health,"<p>It is important to know this, so that the hospital can better plan your care.<br><br><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.dentalhealth.org/dentures"">Click here for more information</a></p>""",
oUzbWqQyJ4nY1ngs,My Anaesthetic,Dentures,radio,Do you have any partial or full dentures?,Yes,patient_has_dentures,FALSE,,TRUE,contentBlock,Dental health,"<p>It is important to know this, so that the hospital can better plan your care.<br><br><a target=_blank"" rel=""noopener noreferrer nofollow"" href=""https://www.dentalhealth.org/dentures"">Click here for more information</a></p>""",
oJJZyzTGvGc0Bw8Y,My Anaesthetic,Dentures - Details,text-paragraph,,,,FALSE,,FALSE,,,,
egVYCIfrxL1OAdno,My Anaesthetic,Dentures - Details,radio,Full top denture,No,patient_has_dentures-no_full_top,FALSE,(patient_has_dentures=true),FALSE,,,,
egVYCIfrxL1OAdno,My Anaesthetic,Dentures - Details,radio,Full top denture,Yes,patient_has_dentures-full_top,FALSE,(patient_has_dentures=true),FALSE,,,,
t2PRbm0blFNmzKp9,My Anaesthetic,Dentures - Details,radio,Full bottom denture,No,patient_has_dentures-no_full_bottom,FALSE,(patient_has_dentures=true),FALSE,,,,
t2PRbm0blFNmzKp9,My Anaesthetic,Dentures - Details,radio,Full bottom denture,Yes,patient_has_dentures-full_bottom,FALSE,(patient_has_dentures=true),FALSE,,,,
